geneID,GSM1563547_phoB_1.rpg.txt,GSM1563548_phoB_2.rpg.txt,GSM1563549_PA14_54510_1.rpg.txt,GSM1563550_PA14_54510_2.rpg.txt,GSM1563551_PA14_WT_1.rpg.txt,GSM1563552_PA14_WT_2.rpg.txt
"PA14_57425,ftsI",826,910,621,1077,691,1369
"PA14_57440,ftsL",235,208,153,256,101,367
"PA14_57450,mraW",571,640,404,608,485,737
PA14_57460,521,500,330,471,547,674
PA14_57470,44,55,40,60,37,45
PA14_57480,183,282,124,211,119,189
PA14_57490,118,175,114,142,43,103
"PA14_57500,gmhA",203,230,131,265,208,211
PA14_57510,127,162,106,137,69,147
"PA14_57520,sspB",46,40,38,43,47,71
"PA14_57530,sspA",187,113,126,176,166,242
PA14_57540,1386,1108,1021,1398,1395,1693
PA14_57560,2150,1905,1565,2124,1728,2349
PA14_57570,490,511,399,650,627,611
"PA14_57580,rpsI",794,695,553,844,735,1145
"PA14_57590,rplM",1752,1626,1200,2033,836,2367
PA14_57600,158,220,136,234,125,207
PA14_57630,24,14,30,34,23,14
PA14_57640,5,6,2,7,3,2
PA14_57650,118,87,75,135,60,141
"PA14_57670,trpS",162,176,137,208,125,206
PA14_57680,76,67,61,66,51,52
PA14_57690,62,82,57,72,62,71
"PA14_57710,cysN",565,494,370,448,561,948
"PA14_57720,cysD",308,324,250,259,201,515
"PA14_57730,mltB1",126,244,103,138,86,149
PA14_57740,55,70,50,43,28,54
"PA14_57760,algW",86,153,66,91,81,118
"PA14_57770,hisC1",166,154,106,161,102,197
"PA14_57780,hisD",156,166,105,193,110,215
"PA14_57800,hisG",223,369,199,265,167,343
"PA14_57810,murA",1022,1481,790,1222,790,1323
PA14_57820,66,63,54,93,33,75
PA14_57830,10,7,11,16,8,8
"PA14_57840,ttg2D",240,248,211,332,92,362
PA14_57850,183,188,102,153,105,215
PA14_57870,171,109,89,189,136,178
PA14_57880,172,126,117,214,141,211
"PA14_57890,yrbH",196,246,173,262,305,286
PA14_57900,79,69,59,79,66,99
PA14_57910,138,166,152,154,87,200
PA14_57920,249,297,205,282,128,301
PA14_57930,290,486,247,348,358,309
"PA14_57940,rpoN",470,557,358,607,277,659
PA14_57950,2065,2782,1446,1978,1114,2281
"PA14_57960,ptsN",722,1039,574,848,1063,791
PA14_57970,471,855,470,607,414,559
PA14_57980,63,111,63,55,53,86
PA14_57990,4,2,7,9,7,9
"PA14_58000,sodM",5,8,9,8,3,4
PA14_58010,1,5,3,1,1,3
"PA14_58030,fumC",13,12,10,12,6,10
PA14_58040,1,3,0,3,1,0
"PA14_58050,pmbA",155,164,133,164,133,229
PA14_58060,43,62,29,42,35,38
PA14_58070,416,367,351,545,437,578
PA14_58080,215,238,153,189,261,319
PA14_58090,239,255,249,269,288,319
"PA14_58100,cafA",211,209,156,239,184,267
"PA14_58110,maf",22,30,17,15,21,30
"PA14_58120,mreD",29,42,25,40,62,55
"PA14_58130,mreC",71,90,55,109,73,120
"PA14_58150,mreB",325,331,215,358,222,380
"PA14_58170,gatC",43,41,43,65,38,47
"PA14_58180,gatA",269,242,176,281,210,273
"PA14_58190,gatB",366,327,279,454,285,475
PA14_58210,19,13,13,20,12,20
PA14_58220,11,23,8,9,22,8
PA14_58230,51,53,32,26,45,54
PA14_58240,67,61,35,60,94,60
PA14_58250,420,424,242,345,312,543
PA14_58260,39,55,33,54,42,61
PA14_58270,181,218,114,159,208,224
PA14_58290,51,80,42,58,42,65
PA14_58300,316,282,273,374,230,438
PA14_58320,365,415,316,443,547,453
PA14_58330,247,250,216,254,251,325
PA14_58350,84,119,87,144,64,122
PA14_58360,37,27,41,53,35,49
PA14_58375,30,37,18,24,34,38
PA14_58380,14,13,10,10,4,10
PA14_58390,137,166,105,205,108,159
PA14_58410,22,30,18,27,16,30
PA14_58420,50,77,54,65,54,85
PA14_58440,59,66,43,79,68,70
"PA14_58450,dppC",35,40,40,44,49,34
"PA14_58470,dppD",31,44,28,51,60,42
"PA14_58490,dppF",45,57,38,70,45,49
PA14_58500,8,9,3,11,5,2
PA14_58510,22,17,9,12,19,10
PA14_58515,15,16,10,22,15,14
PA14_58530,13,27,9,13,23,17
PA14_58540,60,79,35,61,52,68
"PA14_58550,lpxO1",67,71,58,125,60,100
"PA14_58560,piuB",24,21,17,32,22,33
"PA14_58570,piuA",7,24,13,15,7,17
"PA14_58580,piuC",6,3,2,10,3,5
PA14_58600,7,2,4,1,1,3
PA14_58610,63,46,20,74,45,63
PA14_58620,9,16,6,12,11,10
"PA14_58630,speC",429,637,354,564,231,430
PA14_58650,85,100,76,87,70,95
"PA14_58660,ampE",72,72,51,79,93,87
"PA14_58670,ampD",52,72,45,75,57,52
PA14_58690,1013,940,795,1375,723,1109
"PA14_58700,nadC",54,66,30,57,41,45
PA14_58710,241,175,388,110,337,166
PA14_58720,108,108,123,137,57,132
"PA14_58730,pilA",1092,1092,1041,1133,793,1322
PA14_58740,16,20,16,22,2,20
"PA14_58750,pilB",698,589,704,799,338,859
"PA14_58760,pilC",685,494,569,776,309,638
"PA14_58770,pilD",153,176,124,201,154,208
"PA14_58780,coaE",95,116,66,124,112,84
PA14_58790,12,13,13,10,7,9
PA14_58800,7,10,4,6,6,8
PA14_58810,52,62,43,52,59,49
PA14_58820,71,79,35,67,65,65
PA14_58830,34,38,35,38,47,44
PA14_58840,103,121,86,101,74,77
PA14_58850,35,45,21,32,45,32
PA14_58860,7,16,7,9,8,6
"PA14_58870,ndh",201,304,175,197,185,219
PA14_58880,46,58,42,68,26,46
PA14_58890,1,3,2,4,1,5
PA14_58900,52,76,29,36,24,33
PA14_58910,4,14,8,7,3,5
PA14_58920,13,25,12,14,6,14
PA14_58930,4,4,1,8,2,1
PA14_58940,1,0,3,0,1,0
PA14_58950,7,12,3,2,2,9
PA14_58960,5,9,7,5,6,1
PA14_58970,7,14,12,7,6,11
PA14_58980,1,6,1,0,5,1
PA14_58990,12,28,12,22,5,26
PA14_59000,7,3,1,6,1,7
PA14_59010,4,4,4,5,3,7
PA14_59020,8,10,5,4,4,11
PA14_59030,2,2,1,2,1,4
PA14_59050,68,62,63,87,67,87
PA14_59060,8,9,7,9,5,7
PA14_59070,63,81,48,65,46,68
PA14_59090,20,30,18,24,10,24
PA14_59100,26,20,12,25,4,24
PA14_59110,4,12,2,9,0,10
PA14_59120,26,54,17,27,9,37
PA14_59130,27,35,17,24,16,34
PA14_59140,25,32,22,25,12,15
PA14_59150,32,27,21,35,12,39
PA14_59160,6,5,7,9,4,8
PA14_59170,76,76,42,56,36,64
PA14_59180,17,19,6,17,22,22
PA14_59190,234,202,225,190,110,248
PA14_59200,61,72,30,54,19,54
PA14_59210,19,21,12,14,14,16
PA14_59220,322,430,301,256,147,383
PA14_59230,20,21,14,23,10,16
"PA14_59240,pilL2",3,7,4,4,8,7
"PA14_59250,pilN2",11,12,5,9,4,6
"PA14_59270,pilO2",19,21,9,13,4,12
"PA14_59280,pilP2",0,3,0,1,1,2
"PA14_59290,pilQ2",14,12,8,10,8,13
"PA14_59310,pilR2",12,13,6,8,7,10
"PA14_59320,pilS2",13,11,4,20,2,20
"PA14_59340,pilT2",24,38,11,12,20,30
"PA14_59350,pilV2",26,34,22,24,16,15
"PA14_59360,pilM2",7,10,5,6,2,3
PA14_59370,35,22,32,41,24,35
PA14_59380,92,147,76,94,92,99
PA14_59390,16,20,17,11,6,7
PA14_59400,365,1108,297,420,274,349
PA14_59410,8,7,9,11,2,12
PA14_59430,70,108,55,79,10,53
PA14_59440,87,119,58,56,27,48
PA14_59470,88,231,72,71,47,75
PA14_59480,41,79,22,42,20,38
PA14_59490,8,21,5,9,1,9
PA14_59500,11,35,7,17,4,13
PA14_59510,40,106,40,48,23,24
PA14_59520,10,26,10,14,4,11
PA14_59530,35,47,12,17,16,15
PA14_59540,55,75,31,41,26,35
PA14_59550,359,339,265,254,134,315
PA14_59560,3,4,0,2,2,1
PA14_59570,1,4,1,2,1,1
PA14_59580,196,228,154,210,101,213
PA14_59590,126,137,75,117,75,135
PA14_59600,13,11,11,23,9,18
PA14_59610,336,290,270,359,254,395
PA14_59620,471,387,407,473,107,517
PA14_59630,304,248,213,217,57,336
PA14_59640,3,28,3,7,5,13
PA14_59650,8,17,3,3,3,5
PA14_59660,3,8,1,1,4,0
PA14_59670,6,9,4,1,0,3
PA14_59680,4,8,2,2,4,6
PA14_59690,21,24,12,21,12,15
PA14_59700,2,11,1,4,5,10
"PA14_59710,cupD1",21,27,19,26,17,23
"PA14_59720,cupD2",3,2,1,3,2,2
"PA14_59735,cupD3",13,19,18,10,16,13
"PA14_59750,cupD4",9,9,1,8,4,4
"PA14_59760,cupD5",9,13,4,11,3,11
"PA14_59770,rcsB",64,56,55,114,67,112
"PA14_59780,rcsC",254,247,154,258,173,306
"PA14_59790,pvrR",193,278,99,141,108,172
PA14_59800,171,172,143,198,127,237
PA14_59820,5,8,6,9,6,7
PA14_59830,26,51,24,35,10,29
PA14_59840,378,478,407,463,74,381
PA14_59845,86,109,57,83,89,96
PA14_59850,7,18,17,8,8,9
PA14_59860,0,5,0,1,0,1
PA14_59870,3,7,3,2,0,6
PA14_59880,2,1,4,3,2,4
PA14_59890,5,7,2,7,7,2
PA14_59900,8,13,5,10,7,13
PA14_59910,10,9,7,12,7,9
PA14_59920,9,26,7,10,10,9
PA14_59930,4,4,6,2,2,5
PA14_59940,48,53,56,57,50,55
PA14_59950,8,16,7,8,3,24
PA14_59960,16,13,17,14,14,11
PA14_59970,110,107,90,89,185,134
PA14_59980,0,6,1,6,0,1
PA14_59990,4,12,3,2,1,4
PA14_60000,28,46,19,35,26,32
PA14_60010,5,3,1,6,1,5
PA14_60020,32,27,14,25,6,27
PA14_60030,534,524,401,452,219,579
PA14_60040,32,46,21,32,14,29
PA14_60050,14,34,18,13,21,11
PA14_60060,8,12,3,6,2,4
PA14_60070,523,523,489,589,427,773
PA14_60080,691,711,580,820,427,961
PA14_60090,154,116,129,154,42,199
"PA14_60100,dtd",189,181,160,201,81,210
PA14_60110,330,308,260,359,149,399
"PA14_60120,dcd2",290,276,224,298,257,301
PA14_60130,145,180,122,120,86,143
PA14_60140,82,74,62,95,61,104
PA14_60150,38,22,28,13,24,19
PA14_60160,25,13,21,14,10,13
PA14_60180,151,175,232,95,232,139
"PA14_60190,clpB",1776,1765,1190,1674,1504,2397
PA14_60200,39,55,24,33,27,40
"PA14_60210,rluD",76,92,61,77,79,72
"PA14_60230,comL",206,208,180,211,156,232
PA14_60240,11,15,11,22,8,9
"PA14_60250,pilS",80,100,68,93,92,69
"PA14_60260,pilR",66,126,66,95,105,81
PA14_60270,91,100,53,69,89,94
"PA14_60280,fimU",55,59,45,52,38,94
"PA14_60290,pilW",104,94,104,115,57,117
"PA14_60300,pilX",70,86,75,69,48,76
"PA14_60310,pilY1",627,751,680,686,398,750
"PA14_60320,pilE",43,50,48,44,15,51
"PA14_60330,ispH",64,72,43,77,50,103
PA14_60350,89,92,78,102,46,144
"PA14_60360,lspA",189,200,156,255,174,291
"PA14_60370,ileS",795,807,720,1047,706,1141
"PA14_60380,ribF",209,199,145,245,198,246
"PA14_60390,mviN",87,86,55,83,55,81
"PA14_60400,rpsT",77,99,88,89,40,71
PA14_60410,50,81,44,62,53,66
"PA14_60420,proB",177,171,93,159,242,195
"PA14_60445,obgE",402,465,270,474,589,629
"PA14_60450,rpmA",135,111,63,128,109,165
"PA14_60460,rplU",1023,908,630,970,654,1391
"PA14_60470,ispB",142,188,111,124,103,127
PA14_60480,9,10,13,9,19,11
PA14_60490,102,109,79,119,92,121
"PA14_60500,fklB",85,103,53,56,81,74
PA14_60520,170,287,111,148,206,149
PA14_60530,44,50,45,54,58,42
PA14_60540,46,73,37,42,44,46
PA14_60550,336,446,271,486,391,515
PA14_60560,37,66,23,33,34,34
PA14_60570,492,537,493,562,518,609
PA14_60580,165,159,121,161,108,186
PA14_60590,19,20,14,35,20,45
"PA14_60600,rtcR",44,28,28,40,43,57
PA14_60620,10,7,6,7,8,6
PA14_60630,33,34,24,27,32,35
PA14_60650,24,34,27,25,30,29
PA14_60660,34,50,27,44,24,64
"PA14_60670,rtcA",8,15,18,12,12,13
PA14_60690,0,2,0,2,0,0
"PA14_60700,ccpR",282,218,207,297,196,367
"PA14_60710,gdhA",407,341,261,412,378,540
PA14_60730,29,30,39,42,30,53
"PA14_60750,pra",182,254,152,316,122,283
PA14_60760,24,25,17,29,24,27
PA14_60770,25,30,32,47,43,36
PA14_60780,25,13,26,23,23,26
PA14_60790,64,51,40,80,47,47
PA14_60800,661,847,555,737,738,812
"PA14_60810,nfxB",3,8,4,1,12,6
"PA14_60820,oprJ",25,27,12,15,22,32
"PA14_60830,mexD",103,74,40,60,69,72
"PA14_60850,mexC",63,62,31,39,73,54
"PA14_60860,nfxB",50,59,28,43,38,39
"PA14_60870,morA",274,298,215,329,275,313
"PA14_60890,glyA",152,147,125,191,156,158
PA14_60900,6,9,11,5,8,16
PA14_60920,89,87,80,113,75,125
PA14_60930,32,42,51,34,28,45
"PA14_60950,cstA",548,677,496,780,456,843
PA14_60960,855,1345,661,950,760,1124
PA14_60970,81,134,72,101,65,124
"PA14_60990,radA",58,51,42,41,51,44
PA14_61000,19,29,7,5,21,5
PA14_61010,75,94,55,52,72,67
"PA14_61020,ankB",12,12,5,17,6,11
"PA14_61040,katB",30,28,75,118,17,72
"PA14_61050,mscL",200,157,178,235,128,256
"PA14_61060,fnr-2",66,96,52,78,65,60
"PA14_61080,dctP",45,30,30,49,39,43
PA14_61090,30,37,21,26,36,22
PA14_61110,1,2,2,8,6,4
PA14_61120,55,71,42,68,64,57
PA14_61130,146,217,110,206,59,253
PA14_61140,9,19,6,13,8,22
PA14_61150,96,89,67,87,70,106
PA14_61170,5,9,8,9,10,7
PA14_61180,18,15,13,11,4,11
PA14_61190,157,280,128,152,143,214
PA14_61200,662,1227,437,569,355,1036
"PA14_61210,hprA",12,9,6,11,19,9
"PA14_61220,rsmC",25,11,13,21,24,26
"PA14_61250,lysP",46,42,44,49,47,61
PA14_61260,2,5,2,3,2,1
PA14_61270,10,22,3,11,13,28
PA14_61280,61,131,64,64,56,47
PA14_61290,108,117,71,112,42,153
PA14_61300,136,159,113,141,115,169
PA14_61320,14,9,2,8,15,16
"PA14_61330,mgtC",3,8,5,9,2,8
PA14_61340,20,20,11,17,14,14
PA14_61350,26,24,17,33,36,32
PA14_61360,79,86,58,87,60,71
PA14_61370,8,1,6,4,10,11
PA14_61380,69,100,79,85,44,58
PA14_61390,61,75,58,70,75,73
"PA14_61400,mqoB",353,549,269,443,270,419
PA14_61410,30,29,16,24,21,44
PA14_61430,7,22,15,14,16,18
PA14_61440,23,31,16,36,32,37
PA14_61450,13,13,6,16,7,12
"PA14_61460,hpt",51,39,25,64,28,54
"PA14_61470,upp",40,57,33,45,34,48
"PA14_61480,uraA",42,59,41,75,61,77
PA14_61500,41,38,43,47,17,59
PA14_61510,11,11,4,13,11,12
PA14_61520,12,27,14,13,7,21
"PA14_61530,csuC",7,19,9,20,14,20
"PA14_61540,csuD",11,15,21,23,16,26
PA14_61550,13,14,7,13,7,10
PA14_61560,4,4,1,3,3,7
"PA14_61580,hemH",86,119,75,114,96,90
PA14_61590,59,75,74,84,77,92
PA14_61600,173,152,110,173,126,140
PA14_61610,30,45,34,46,38,29
PA14_61620,21,12,13,16,17,14
"PA14_61640,phr",15,25,18,34,24,31
"PA14_61650,pagL",225,291,234,259,300,304
"PA14_61660,murI",44,49,34,41,34,72
"PA14_61670,moeB",58,44,48,74,48,92
PA14_61680,60,48,28,71,42,53
"PA14_61700,prfA",75,67,47,80,41,105
"PA14_61710,hemA",100,103,81,123,87,128
PA14_61720,199,244,147,227,217,216
"PA14_61740,lolB",48,66,36,59,46,73
"PA14_61750,ipk",708,967,336,549,674,609
PA14_61760,339,361,286,295,465,221
"PA14_61770,prs",575,646,337,564,410,674
"PA14_61780,rplY",907,766,647,962,1118,1191
"PA14_61790,pth",130,125,80,152,83,172
"PA14_61820,ychF",211,180,116,188,196,241
PA14_61830,126,240,304,61,145,141
"PA14_61840,vapI",150,74,80,67,68,114
"PA14_61850,iutA",18,27,18,26,15,29
"PA14_61860,yadF",63,109,51,91,59,77
PA14_61870,74,78,47,89,38,49
"PA14_61880,rimI",37,46,30,41,23,42
PA14_61890,35,43,26,29,22,31
PA14_61910,3,9,5,12,2,4
PA14_61920,7,9,5,10,4,6
PA14_61940,16,22,13,24,10,20
PA14_61950,28,53,32,39,22,64
PA14_61960,24,22,22,28,46,24
PA14_61980,33,17,21,35,39,34
PA14_61990,131,167,90,129,103,199
"PA14_62000,hitA",63,106,60,78,66,60
"PA14_62010,hitB",13,19,7,15,15,13
PA14_62020,161,251,161,221,168,285
PA14_62030,56,65,45,59,49,77
PA14_62040,154,232,153,184,132,186
"PA14_62050,5S-rRNA",5348,3068,6893,2759,8326,3738
"PA14_62060,23S-rRNA",682327,209139,684694,266920,590562,254712
PA14_62070,65,67,81,41,56,49
PA14_62080,19,18,8,22,11,23
"PA14_62090,16S-rRNA",96257,35883,91753,42474,61696,41602
PA14_62100,21,60,27,39,25,21
PA14_62110,41,75,32,37,40,47
"PA14_62120,pssA",188,247,157,287,127,282
"PA14_62130,ilvC",1120,988,895,1238,1003,1628
"PA14_62150,ilvH",634,466,412,650,473,903
"PA14_62160,ilvI",965,736,719,1115,596,1450
PA14_62170,73,134,58,74,87,59
PA14_62180,25,38,25,27,30,33
PA14_62190,71,59,59,64,74,67
"PA14_62200,mrcB",188,219,154,243,162,264
PA14_62230,397,472,372,491,420,527
PA14_62240,84,218,69,76,84,82
PA14_62250,40,90,49,40,33,38
PA14_62260,64,64,36,34,23,39
"PA14_62270,phuW",35,59,35,39,39,65
"PA14_62280,hmuV",24,28,11,24,29,20
"PA14_62290,phuU",32,38,19,35,54,34
"PA14_62300,phuT",22,26,16,29,32,18
"PA14_62330,phuS",6,16,12,23,9,21
"PA14_62350,phuR",18,27,13,24,12,24
PA14_62360,10,17,1,5,9,7
PA14_62370,6,17,7,7,12,5
PA14_62380,34,45,24,41,22,33
PA14_62390,94,143,98,68,83,115
"PA14_62400,yfdZ",95,140,70,111,97,120
PA14_62410,47,46,36,37,55,52
PA14_62420,145,189,121,142,126,184
PA14_62430,20,9,11,14,12,23
"PA14_62440,yieG",86,83,64,83,54,78
"PA14_62450,trmA",36,66,21,48,52,63
"PA14_62470,sfsA",38,22,23,33,28,37
"PA14_62480,aspC",71,98,63,67,71,83
"PA14_62490,dksA",773,746,524,899,682,1248
"PA14_62510,yadB",23,21,25,18,19,17
PA14_62520,8,28,12,13,8,5
"PA14_62530,cbrA",449,586,358,565,290,546
"PA14_62540,cbrB",586,682,476,694,529,699
"PA14_62560,pcnB",248,266,199,328,308,269
"PA14_62570,folK",29,41,24,23,17,17
"PA14_62580,panB",79,113,81,94,60,86
"PA14_62590,panC",63,112,53,57,63,73
"PA14_62600,panD",28,33,21,29,14,31
"PA14_62620,pgi",228,381,201,246,151,290
"PA14_62630,acsB",111,198,119,139,106,143
PA14_62640,16,34,33,46,29,22
PA14_62650,671,919,682,812,692,861
PA14_62660,194,264,144,167,120,216
PA14_62670,12,8,1,5,6,10
PA14_62680,295,337,367,261,373,327
PA14_62690,2811,3968,3011,3108,3867,3401
"PA14_62710,pnp",1149,960,960,1202,1163,1506
"PA14_62720,rpsO",782,472,566,921,303,941
"PA14_62730,truB",999,581,623,1062,1048,1414
"PA14_62740,rbfA",133,90,84,142,79,194
"PA14_62760,infB",1907,1573,1300,2113,1972,2666
"PA14_62770,nusA",1458,1517,1013,1621,1365,2164
"PA14_62780,yhbC",284,209,158,282,231,309
PA14_62790,359,251,364,186,387,213
PA14_62800,31,65,58,35,51,43
"PA14_62810,secG",750,682,429,526,490,656
"PA14_62830,tpiA",611,554,298,521,1070,634
"PA14_62840,glmM",576,693,487,579,671,790
"PA14_62850,folP",261,348,239,296,248,412
"PA14_62860,ftsH",2314,2632,2042,2859,2065,3441
"PA14_62870,rrmJ",98,92,67,134,78,171
"PA14_62880,yhbY",125,105,81,169,129,139
PA14_62890,157,99,90,144,192,159
"PA14_62900,greA",297,258,201,316,297,334
"PA14_62910,carB",1086,1226,901,1340,1210,1418
"PA14_62920,yeaS",141,215,110,214,203,228
"PA14_62930,carA",273,398,193,308,318,356
"PA14_62940,dapB",164,142,164,168,169,272
"PA14_62960,dnaJ",460,348,391,478,693,785
"PA14_62970,dnaK",2545,2543,2235,2891,3359,3942
"PA14_62990,grpE",265,333,254,274,303,432
"PA14_63010,recN",72,100,44,60,78,78
"PA14_63020,fur",187,197,159,213,170,286
"PA14_63030,omlA",87,99,66,96,81,139
"PA14_63040,yfjF",42,35,19,28,19,42
"PA14_63050,yfjG",166,198,104,179,124,195
"PA14_63060,smpB",144,154,101,180,110,220
"PA14_63070,pdhR",57,63,41,66,40,66
"PA14_63080,lldP",61,37,40,106,56,51
"PA14_63090,lldD",34,25,28,37,34,18
PA14_63100,79,46,43,95,39,76
PA14_63110,3,0,0,1,2,1
PA14_63120,6,6,4,7,6,6
PA14_63130,36,37,39,45,29,30
"PA14_63150,pmrA",8,20,12,25,11,16
"PA14_63160,pmrB",36,34,31,36,20,20
"PA14_63170,cueR",206,245,154,255,139,211
PA14_63190,7,21,9,6,8,4
PA14_63200,56,68,42,56,44,57
PA14_63210,67,80,43,70,43,75
PA14_63220,7,9,9,3,3,19
"PA14_63230,yedA",12,11,7,10,11,11
PA14_63240,2,16,9,11,12,14
"PA14_63250,yfcY",48,60,48,38,43,44
"PA14_63270,fabG",26,48,39,37,30,43
PA14_63280,136,183,107,180,181,146
"PA14_63290,phaJ3",7,17,8,11,14,13
PA14_63300,9,11,12,20,10,7
"PA14_63310,smtA",26,15,10,16,16,15
PA14_63320,10,12,7,5,4,14
PA14_63330,7,5,3,8,14,5
PA14_63340,50,63,57,53,36,66
PA14_63350,12,18,16,15,20,24
PA14_63360,13,10,17,14,19,9
PA14_63370,17,9,5,21,21,14
PA14_63380,3,4,3,3,6,7
PA14_63390,24,14,15,33,23,28
PA14_63410,16,22,15,20,19,26
PA14_63420,6,6,1,8,6,7
PA14_63430,7,5,6,7,2,8
PA14_63440,0,5,2,2,2,3
PA14_63450,11,15,18,13,21,15
PA14_63460,51,109,72,122,111,39
PA14_63470,24,45,23,34,24,28
PA14_63480,9,17,8,5,4,3
PA14_63500,8,8,6,18,9,10
PA14_63520,5,5,1,2,1,3
"PA14_63530,selB",57,63,31,61,58,42
"PA14_63540,selA",58,45,30,72,47,44
"PA14_63550,fdhE",9,19,13,8,16,13
"PA14_63570,fdnI",55,73,43,81,56,87
"PA14_63580,fdnH",51,74,51,75,30,66
"PA14_63605,fdnG",701,812,673,853,385,915
"PA14_63620,lipC",1,2,0,5,1,0
"PA14_63640,fadH2",0,4,0,1,1,2
PA14_63650,11,5,15,16,6,14
PA14_63660,12,8,7,4,12,6
PA14_63680,2,4,1,1,0,2
PA14_63700,2,5,5,4,6,3
"PA14_63710,gtrB",2,5,0,0,2,3
PA14_63720,0,0,0,1,1,0
PA14_63730,7,4,6,6,2,8
PA14_63740,0,1,2,0,0,1
PA14_63750,6,12,6,5,8,5
PA14_63770,2,1,0,2,1,0
PA14_63780,7,5,0,1,3,5
"PA14_63800,mgtA",48,87,29,33,41,46
PA14_63820,70,256,45,34,48,55
PA14_63830,28,32,13,25,21,16
PA14_63840,2,9,4,4,0,3
"PA14_63850,lpd3",44,36,25,30,38,31
PA14_63860,3,2,3,11,4,5
PA14_63880,9,14,13,15,18,12
PA14_63890,5,4,8,10,6,8
PA14_63900,79,86,76,92,78,103
PA14_63910,6,6,3,6,3,4
PA14_63920,7,8,7,11,2,13
PA14_63940,1,5,4,0,2,2
PA14_63960,18,17,7,10,5,10
PA14_63970,24,12,9,30,9,25
"PA14_63990,speA",149,181,137,190,111,236
PA14_64000,44,28,18,42,30,41
PA14_64010,87,89,70,75,141,104
PA14_64030,319,347,284,347,256,442
PA14_64050,842,1421,545,831,743,833
"PA14_64060,ctpL",16,17,58,59,30,72
"PA14_64080,dipZ",59,52,66,66,61,94
"PA14_64090,aroQ1",112,114,125,157,134,144
"PA14_64100,accB",323,262,288,350,409,394
"PA14_64110,accC",506,538,444,518,562,693
PA14_64120,17,17,11,11,10,19
"PA14_64140,prmA",19,33,19,32,25,17
PA14_64170,119,164,83,85,116,91
"PA14_64180,yhdG",292,273,165,322,213,330
"PA14_64190,fis",51,51,28,50,30,65
"PA14_64200,purH",220,202,150,219,126,251
"PA14_64220,purD",86,73,47,93,94,103
"PA14_64230,retS",321,392,201,321,224,347
PA14_64240,11,18,10,12,9,9
PA14_64260,0,1,1,0,0,0
PA14_64270,15,8,3,15,10,6
PA14_64280,6,1,2,1,6,1
PA14_64290,2,4,2,3,1,1
PA14_64300,5,1,3,2,2,5
PA14_64310,7,4,1,3,0,3
PA14_64320,22,25,17,26,19,24
"PA14_64335,ureD",9,7,15,15,26,15
"PA14_64350,ureA",5,17,8,16,11,18
"PA14_64360,yncA",16,18,20,24,14,27
"PA14_64370,ureB",12,6,16,19,10,11
"PA14_64390,ureC",36,56,51,68,54,61
PA14_64400,43,36,28,43,21,27
"PA14_64410,ybiI",9,14,16,16,20,17
PA14_64420,8,2,0,3,5,1
PA14_64430,30,18,18,38,30,23
"PA14_64440,bcpA",49,65,39,59,45,60
"PA14_64450,yegD",19,20,13,29,13,25
"PA14_64460,psiF",118,221,131,185,113,179
PA14_64470,18,37,23,16,23,17
"PA14_64480,osmE",189,230,159,196,58,207
PA14_64490,9,13,6,5,13,9
PA14_64500,21,19,18,17,22,28
"PA14_64510,yhjG",137,192,124,128,159,160
PA14_64520,198,303,217,201,187,223
PA14_64530,22,69,16,15,14,27
PA14_64540,4,4,7,8,2,8
PA14_64550,1,3,1,5,2,2
PA14_64560,0,1,0,1,0,0
"PA14_64570,irlR",18,26,6,9,10,21
PA14_64580,9,17,13,15,11,5
PA14_64590,15,21,5,16,15,17
PA14_64610,5,17,11,5,5,16
PA14_64620,2,4,1,6,9,2
PA14_64640,9,9,8,11,14,4
"PA14_64650,ureE",13,9,4,12,3,10
"PA14_64660,ureF",10,3,7,13,10,5
"PA14_64670,ureG",22,12,17,39,21,10
"PA14_64680,ureJ",2,0,1,3,1,4
PA14_64690,1,1,0,2,0,0
PA14_64700,1,3,1,4,2,0
PA14_64710,7,16,5,11,4,7
"PA14_64720,opdK",12,10,7,10,4,12
"PA14_64740,pchA",31,41,15,32,30,38
"PA14_64750,benK",16,16,5,15,16,24
"PA14_64770,mdlC",2,4,8,3,3,5
PA14_64780,6,3,3,6,8,6
"PA14_64790,vanK",6,3,1,1,1,2
"PA14_64800,vanA",6,8,1,4,5,3
"PA14_64810,vanB",3,3,2,2,1,4
"PA14_64820,vanR",21,16,18,27,15,22
PA14_64840,34,43,30,43,15,36
PA14_64850,6,4,8,4,7,1
"PA14_64860,livF",7,7,4,8,5,15
PA14_64870,5,13,8,11,9,14
"PA14_64880,braE",13,14,4,13,9,14
PA14_64890,9,10,16,25,13,26
PA14_64900,134,181,93,132,86,141
PA14_64910,14,15,14,29,14,16
PA14_64920,253,327,279,408,193,405
PA14_64930,113,79,52,108,104,116
PA14_64940,158,101,66,130,187,152
"PA14_64950,pncA",17,28,18,26,16,19
"PA14_64960,pncB1",59,70,42,58,57,71
"PA14_64980,nadE",42,49,32,43,36,24
PA14_64990,5,4,2,7,3,2
"PA14_65000,azu",934,1211,896,1101,758,1228
PA14_65010,14,23,10,22,28,20
PA14_65030,54,82,43,82,22,58
PA14_65040,77,129,85,105,71,99
PA14_65050,21,24,22,29,30,19
PA14_65060,40,66,32,50,35,41
"PA14_65080,ygiR",193,236,150,223,147,215
PA14_65090,587,687,517,712,569,615
